timestamp,pid,name,cmdline,cpu_pct,mem_pct,rss_mb,io_read_kbps,io_write_kbps,biopattern_COUNT,biopattern_KBYTES,biopattern_RND(%),biopattern_SEQ(%),tcpstates_NEWSTATE,bindsnoop_PROT_TCP,bindsnoop_PROT_UDP,pidpersec_PID/s,cachestat_HITS,cachestat_BUFFERS(MB),cachestat_CACHED(MB)
1758273189,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,10.27,397.312,0.0,0.0,5.975,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.047,1128.777
1758273189,4912,code,/proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --standard-schemes=vscode-webview vscode-file --secure-schemes=vscode-webview vscode-file --cors-schemes=vscode-webview vscode-file --fetch-schemes=vscode-webview vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,4.564,176.57,0.0,0.0,164.708,0.0,-1.0,-1.0,1,1,0,0.0,-1,45.047,1128.777
1758273189,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,82.6,0.368,14.25,3.944,3.944,6692.24,7.888,-1.0,-1.0,-1,0,0,0.0,-1,45.047,1128.777
1758273190,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,0.0,0.368,14.25,0.0,0.0,4888.83,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.277
1758273190,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,847.65,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.277
1758273190,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,50.4,10.258,396.844,0.0,0.0,3.953,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.277
1758273191,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,10.257,396.816,0.0,0.0,2.035,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.277
1758273191,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,0.0,0.372,14.375,0.0,0.0,6718.752,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.277
1758273191,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.791,107.965,2.394,0.0,73.814,2.394,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.277
1758273192,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.814,108.875,0.0,0.0,86.612,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.215
1758273192,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,0.0,0.375,14.5,0.0,0.0,5970.367,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.215
1758273192,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,10.287,397.965,0.0,0.0,40.282,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.215
1758273192,2042,gnome-shell,/usr/bin/gnome-shell,34.6,4.776,184.746,0.0,0.0,258.183,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.215
1758273192,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,95.29,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.051,1128.215
1758273193,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.856,110.484,0.0,0.0,160.601,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1129.875
1758273193,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,10.216,395.203,0.0,0.0,66.417,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1129.875
1758273193,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,256.22,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1129.875
1758273193,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,93.7,0.375,14.5,0.0,4.059,8857.715,4.059,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1129.875
1758273194,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.327,167.41,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,8.0,-1,45.059,1037.867
1758273194,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,11.952,462.363,318.66,0.0,66.674,318.66,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1037.867
1758273195,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,102.4,0.375,14.5,0.0,0.0,5484.301,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1037.867
1758273195,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.327,167.41,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273195,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,24.817,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273195,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,11.198,433.195,278.901,0.0,1.978,278.901,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273195,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,70.3,0.375,14.5,0.0,0.0,7416.397,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273196,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.327,167.41,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273196,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.896,112.023,0.0,0.0,82.448,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273196,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,11.201,433.32,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273196,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,102.0,0.375,14.5,0.0,0.0,6714.774,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273196,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,465.323,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.758
1758273197,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,100.9,4.344,168.035,0.0,0.0,3.788,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.762
1758273197,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,0.0,0.375,14.5,0.0,3.871,5887.344,3.871,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.762
1758273198,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,443.882,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.762
1758273198,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.896,112.023,0.0,0.0,114.415,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.762
1758273198,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,11.227,434.328,0.0,0.0,1.802,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.762
1758273198,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.4,170.227,0.0,0.0,37.659,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.031
1758273199,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,11.302,437.234,8.23,0.0,18.518,8.23,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.031
1758273199,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,60.3,0.375,14.5,0.0,0.0,7578.438,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.031
1758273199,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,433.36,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.059,1019.031
1758273199,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.51,174.477,0.0,0.0,48.025,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.602
1758273199,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,92.3,11.272,436.055,0.0,0.0,2.063,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.602
1758273199,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.621,101.41,0.0,0.0,121.895,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.602
1758273200,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,59.0,0.375,14.5,0.0,0.0,7583.647,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.602
1758273200,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,69.939,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.602
1758273200,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.565,176.602,0.0,0.0,26.734,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.562
1758273200,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,282.783,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.562
1758273200,3510,code,/proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3414 --enable-crash-reporter=406b6f7c-6c33-40e0-974c-ff7e2e416e18 no_channel --user-data-dir=/home/admin1/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3 i 7176041439961791311 13956142076047266361 262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports EarlyEstablishGpuChannel EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion FontationsLinuxSystemFonts ScreenAIOCREnabled SpareRendererForSitePerProcess --variations-seed-version,0.0,2.621,101.387,0.0,0.0,114.912,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.562
1758273200,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,10.905,421.875,0.0,0.0,5.89,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.562
1758273201,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,78.5,0.375,14.5,0.0,4.011,8065.404,4.011,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.562
1758273202,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.568,176.727,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273202,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,28.801,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273202,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,44.1,0.375,14.5,0.0,0.0,5836.411,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273202,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.568,176.727,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273202,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,190.663,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273203,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,26.865,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273203,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,22.0,10.908,422.0,0.0,0.0,0.985,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273203,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,67.0,0.375,14.5,0.0,0.0,7447.544,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273204,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.568,176.727,6.944,0.0,0.0,6.944,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273204,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,0.0,0.375,14.5,0.0,0.0,4909.853,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.066,1008.062
1758273204,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,4.568,176.727,9.443,0.0,0.0,9.443,-1.0,-1.0,-1,0,0,0.0,-1,45.074,1008.062
1758273204,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,10.87,420.52,0.0,0.0,1.017,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.074,1008.062
1758273204,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,55.3,0.375,14.5,0.0,0.0,7177.704,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.074,1008.062
1758273205,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,241.661,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.074,1008.062
1758273206,3397,code,/snap/code/206/usr/share/code/code --no-sandbox --force-user-env,0.0,3.507,135.66,121.177,58.634,245.286,179.811,-1.0,-1.0,-1,0,0,0.0,-1,45.234,1007.137
1758273206,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,12.425,480.652,218.063,0.0,15.576,218.063,-1.0,-1.0,-1,0,0,0.0,-1,45.234,1007.137
1758273206,2524,Xwayland,/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B9C1C3 -listen 4 -listen 5 -displayfd 6 -initfd 7,0.0,0.868,33.574,0.0,0.0,36.433,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.234,1007.137
1758273206,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,71.3,0.375,14.5,0.0,3.821,7070.311,3.821,-1.0,-1.0,-1,0,0,0.0,-1,45.234,1007.137
1758273206,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,13.026,503.934,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.16,989.492
1758273207,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,314.146,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.16,989.492
1758273207,26564,python3,python3 collect_proc_features.py --interval 1 --topn 100 --out proc_features.csv,94.4,0.375,14.5,0.0,0.0,6241.056,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.16,989.492
1758273207,3527,code,/snap/code/206/usr/share/code/code --type=zygote --no-sandbox,0.0,13.072,505.684,0.0,0.0,0.0,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.16,989.496
1758273208,2042,gnome-shell,/usr/bin/gnome-shell,0.0,4.776,184.746,0.0,0.0,401.317,0.0,-1.0,-1.0,-1,0,0,0.0,-1,45.16,989.496
